sequence,mean,max,min,error,std
1,26.088126838207245,56.250003814697266,3.565000295639038,3.7464891391330295,22.80974186982441
2,13.860625982284546,25.2450008392334,5.21250057220459,1.4245333523220487,9.775832939885863
3,13.903125882148743,23.677501678466797,6.467500686645508,1.2238222927517362,8.303389308138732
4,13.903750896453857,21.88250160217285,7.770000457763672,1.0035556369357639,6.825738498519684
5,13.898751020431519,20.2450008392334,9.135000228881836,0.7900444878472223,5.560556985376959
6,13.891875743865967,18.67500114440918,9.17750072479248,0.6753778076171875,4.529572984152995
7,13.885000705718994,17.192501068115234,9.325000762939453,0.5594666883680556,3.7806596782328135
8,13.926875829696655,16.842500686645508,9.732501029968262,0.5055999755859375,3.0231758573101786
9,13.948125839233398,16.67500114440918,10.397500991821289,0.4464000108506944,2.6775030277732683
10,13.955626010894775,16.322500228881836,11.197501182556152,0.36444437662760415,2.357427105853792
11,13.95875096321106,15.915000915527344,11.95250129699707,0.28177775065104166,2.0224640162473313
12,13.958125829696655,15.55000114440918,12.320000648498535,0.22968892415364583,1.730052466823484
13,13.990626096725464,15.305001258850098,12.227500915527344,0.21884446885850695,1.526127177828262
14,13.965000867843628,15.145001411437988,12.1850004196167,0.2104889594184028,1.38091800654941
15,13.966876029968262,15.027501106262207,12.172500610351562,0.20302225748697916,1.285875991209337
16,13.962500810623169,14.922500610351562,12.1850004196167,0.19466668023003472,1.2242363674679477
17,13.960626125335693,14.817501068115234,12.222500801086426,0.18453335232204862,1.1754812555148049
18,13.968125820159912,14.735000610351562,12.27500057220459,0.17493333604600694,1.1417483560105546
19,13.956875801086426,14.642500877380371,12.325000762939453,0.16480000813802084,1.106210492565501
20,13.971251010894775,14.762500762939453,12.39000129699707,0.16871107313368056,1.08505073393598
21,13.950625896453857,14.777501106262207,12.465001106262207,0.16444444444444445,1.0314761383722766
22,13.936876058578491,14.897500991821289,12.380001068115234,0.179022216796875,1.1018211284284336
23,13.997500896453857,14.922500610351562,12.61500072479248,0.16408888075086805,0.9934514767093143
24,13.949376106262207,14.897500991821289,12.647500991821289,0.16,0.9535272327942612
25,13.921250820159912,14.885001182556152,12.672500610351562,0.1573333740234375,0.9316441300407222
26,13.952500820159912,14.872501373291016,12.792500495910645,0.14791117350260416,0.871839875820727
27,13.966250896453857,14.852500915527344,12.875000953674316,0.14062221950954862,0.8246325016510563
28,13.949375867843628,14.82750129699707,12.895000457763672,0.13742228190104167,0.8078482519880545
29,13.923125982284546,14.805001258850098,12.920001029968262,0.13404446072048612,0.7926416783591967
30,13.928750991821289,14.792501449584961,12.950000762939453,0.13102227105034722,0.7719364033728087
31,13.931875944137573,14.780000686645508,12.975001335144043,0.12835550944010415,0.7522833817064392
32,13.921875953674316,14.760001182556152,12.960000991821289,0.12800001356336804,0.7466463855418807
33,13.956876039505005,14.73750114440918,13.14000129699707,0.11359998914930555,0.6592336539565797
34,13.9406259059906,14.710000991821289,13.14000129699707,0.11164442274305555,0.646001599740501
35,13.934376001358032,14.685001373291016,13.14000129699707,0.1098666720920139,0.6361223071579675
36,13.883126020431519,14.660000801086426,13.14000129699707,0.10808885362413194,0.6391964326772608
37,13.87562608718872,14.630001068115234,13.14000129699707,0.10595553927951389,0.6271042323469481
38,13.891875982284546,14.630001068115234,13.205000877380371,0.10133334689670138,0.6020291406030795
