,sequence,time,relative_time,frame_id,weight,mass,x,y
5,0,1603943453.4713478,0.3644082546234131,tb3_0,0.0,0.0,8.00000011920929,6.550000097602606
4,0,1603943453.430956,0.3240163326263428,tb3_2,0.0,0.0,7.1500001065433025,3.450000051409006
3,0,1603943453.4106853,0.30374574661254883,tb3_3,0.0,0.0,5.850000087171793,2.450000036507845
0,0,1603943453.1069396,0.0,tb3_5,0.0,0.0,2.500000037252903,4.000000059604645
2,0,1603943453.246473,0.13953351974487305,tb3_7,0.0,0.0,9.500000141561031,4.6500000692903996
1,0,1603943453.22865,0.12171053886413574,tb3_8,0.0,0.0,7.800000116229057,10.000000149011612
14,1,1603943456.0928476,2.985908031463623,tb3_0,0.1003977581858635,90.52500915527344,7.9992178767232005,6.917384803436082
6,1,1603943455.9013386,2.7943990230560303,tb3_1,0.0,1943.192626953125,5.848562150610368,5.809436587325761
11,1,1603943456.0575876,2.950648069381714,tb3_2,0.021645480766892433,376.58251953125,7.125914580436401,3.556104459063123
9,1,1603943456.0299342,2.922994613647461,tb3_3,0.15790247917175293,624.362548828125,5.43652633779247,2.685643696548871
8,1,1603943455.938285,2.831345558166504,tb3_4,0.039479464292526245,196.84251403808594,6.788896045889812,5.855153001380431
7,1,1603943455.9134533,2.806513786315918,tb3_5,0.0,3397.025146484375,2.762961989493768,5.15122901973146
13,1,1603943456.0765245,2.9695849418640137,tb3_6,-0.0012442553415894508,58.3175048828125,8.971495611029551,4.856785128315494
12,1,1603943456.070911,2.9639713764190674,tb3_7,-0.007896194234490395,123.40750885009766,9.272745919427837,4.448772932608756
10,1,1603943456.048662,2.9417223930358887,tb3_8,0.030454400926828384,1161.3651123046875,7.3005073244331395,9.972896481801865
23,2,1603943456.2937772,3.186837673187256,tb3_0,0.17605635523796082,128.87750244140625,7.959417730466626,7.361038680115435
15,2,1603943456.108414,3.001474380493164,tb3_1,-0.04637426137924194,1298.7825927734375,5.426842983040313,6.086409992678263
20,2,1603943456.2608624,3.1539227962493896,tb3_2,0.007687124889343977,366.655029296875,7.074185540709527,3.5938230424772977
18,2,1603943456.232365,3.125425338745117,tb3_3,0.20917773246765137,862.6150512695312,5.08174437763954,2.9206920688037457
17,2,1603943456.1450357,3.0380961894989014,tb3_4,0.06737508624792099,251.88002014160156,6.7203870116826545,5.759814116341513
16,2,1603943456.125492,3.018552541732788,tb3_5,-0.24338990449905396,3024.377685546875,2.771609583241064,5.916849739455484
22,2,1603943456.2759116,3.1689720153808594,tb3_6,0.01824352517724037,67.96500396728516,8.7714960485873,4.9645619538218995
21,2,1603943456.2650614,3.1581218242645264,tb3_7,0.010455011390149593,83.13500213623047,9.195901956506873,4.061588033345222
19,2,1603943456.252698,3.1457583904266357,tb3_8,0.03658062964677811,1121.5526123046875,7.059147746060986,9.96863979748393
32,3,1603943456.4940715,3.387131929397583,tb3_0,0.2399333268404007,194.93751525878906,8.023417485925311,7.784947743635914
24,3,1603943456.3094687,3.202529191970825,tb3_1,-0.08225531131029129,1215.5526123046875,5.171136127059906,6.268298263323956
29,3,1603943456.4555767,3.348637104034424,tb3_2,0.003547548083588481,367.0575256347656,7.005597245733351,3.573253980433334
27,3,1603943456.4356618,3.3287222385406494,tb3_3,0.22999967634677887,1048.380126953125,4.780321598847486,3.147358044698368
26,3,1603943456.3401904,3.233250856399536,tb3_4,0.09401900321245193,333.322509765625,6.582715473323036,5.655740001603205
25,3,1603943456.3185096,3.2115700244903564,tb3_5,-0.48840078711509705,2887.585205078125,2.741269456149345,6.476094661737188
31,3,1603943456.4755828,3.368643283843994,tb3_6,0.03786332160234451,84.39750671386719,8.653587775083952,5.03937764109955
30,3,1603943456.4663968,3.35945725440979,tb3_7,0.026468511670827866,100.1050033569336,9.08924393764184,3.8484430123406796
28,3,1603943456.4522004,3.3452608585357666,tb3_8,0.08818017691373825,1033.007568359375,6.935069104111409,9.994728114195635
41,4,1603943456.6938937,3.586954116821289,tb3_0,0.28836789727211,292.1700134277344,8.246647369233449,8.26437749482455
33,4,1603943456.5075557,3.40061616897583,tb3_1,-0.09326793998479843,1166.8375244140625,4.973562624915415,6.390308563987043
38,4,1603943456.6551538,3.5482141971588135,tb3_2,0.00678657554090023,390.8075256347656,6.912285441454088,3.5232730950466227
36,4,1603943456.6324668,3.525527238845825,tb3_3,0.2271406501531601,1182.4200439453125,4.518560056879798,3.355399376701194
35,4,1603943456.5403752,3.4334356784820557,tb3_4,0.11412342637777328,425.1750183105469,6.432943748077611,5.592836379393299
34,4,1603943456.5184443,3.4115047454833984,tb3_5,-0.7053563594818115,2686.90771484375,2.6950004219160166,6.90389171582536
40,4,1603943456.6756513,3.568711757659912,tb3_6,0.06177341192960739,96.8175048828125,8.559962024574677,5.084293656451733
39,4,1603943456.6655405,3.558600902557373,tb3_7,0.0421978235244751,110.60250854492188,8.993988007861859,3.729654276456218
37,4,1603943456.6508834,3.5439438819885254,tb3_8,0.14819999039173126,910.267578125,6.7969236274208775,10.036911366934348
50,5,1603943456.8937895,3.7868499755859375,tb3_0,0.31521371006965637,438.9875183105469,8.494846572161329,8.810267634855077
42,5,1603943456.7076097,3.600670099258423,tb3_1,-0.10612375289201736,1174.0350341796875,4.800031484274654,6.477649582325757
47,5,1603943456.8535848,3.746645212173462,tb3_2,0.013192555867135525,429.3000183105469,6.796158057010082,3.465127721288387
45,5,1603943456.8329494,3.7260098457336426,tb3_3,0.2079034000635147,1273.8651123046875,4.292311669226912,3.5421080816185864
44,5,1603943456.7405055,3.633565902709961,tb3_4,0.12947291135787964,514.905029296875,6.297875528387927,5.579818445775242
43,5,1603943456.7135522,3.6066126823425293,tb3_5,-0.8919909596443176,2452.5126953125,2.6428561917487885,7.241500937036778
49,5,1603943456.8757212,3.7687816619873047,tb3_6,0.09147106856107712,109.760009765625,8.471509750948618,5.111052319311677
48,5,1603943456.8650515,3.7581119537353516,tb3_7,0.05919914320111275,119.37751007080078,8.912667039929161,3.662603651373371
46,5,1603943456.8513281,3.7443885803222656,tb3_8,0.22335831820964813,756.1450805664062,6.512446198433771,10.054393475480754
59,6,1603943457.0937765,3.9868369102478027,tb3_0,0.30552938580513,530.3475341796875,8.60842839964135,9.233965103822326
51,6,1603943456.9077945,3.8008549213409424,tb3_1,-0.12493272870779037,1195.5850830078125,4.6362017220877245,6.540321701728129
56,6,1603943457.0534823,3.946542739868164,tb3_2,0.020114561542868614,474.4500427246094,6.662844199927573,3.407617368584723
54,6,1603943457.0331416,3.9262020587921143,tb3_3,0.1792365163564682,1319.505126953125,4.101629080981468,3.704519602149418
53,6,1603943456.9413767,3.834437131881714,tb3_4,0.14204946160316467,597.4500122070312,6.183539031272617,5.6074318609051215
52,6,1603943456.9136481,3.806708574295044,tb3_5,-1.048895001411438,2216.417724609375,2.5876452759948343,7.503733904962116
58,6,1603943457.076558,3.969618558883667,tb3_6,0.12858250737190247,124.6550064086914,8.377646056683105,5.1220167117176825
57,6,1603943457.066397,3.9594573974609375,tb3_7,0.07847702503204346,128.43251037597656,8.84008575082201,3.6235837903767534
55,6,1603943457.0525792,3.9456396102905273,tb3_8,0.30703940987586975,671.1900634765625,6.128613411540138,10.003983005079538
68,7,1603943457.294895,4.187955379486084,tb3_0,0.2942507266998291,571.237548828125,8.632298139234836,9.499204117473596
60,7,1603943457.1074529,4.000513315200806,tb3_1,-0.12548770010471344,1205.20263671875,4.468413133145246,6.5808220235349495
65,7,1603943457.253565,4.146625518798828,tb3_2,0.025076383724808693,522.1600341796875,6.518035206663594,3.3563438514021096
63,7,1603943457.2327936,4.125854015350342,tb3_3,0.1451214998960495,1331.3076171875,3.9439124724526082,3.841988443384839
62,7,1603943457.1428423,4.035902738571167,tb3_4,0.15018965303897858,661.3125610351562,6.086274238454674,5.654767763882576
61,7,1603943457.1100957,4.0031561851501465,tb3_5,-1.1750576496124268,1985.4951171875,2.5280916610960897,7.701639171428303
67,7,1603943457.2766216,4.169682025909424,tb3_6,0.1706855744123459,140.47750854492188,8.278740513784669,5.124147953768581
66,7,1603943457.2629113,4.1559717655181885,tb3_7,0.10053051263093948,138.1400146484375,8.77230604291427,3.599643467362957
64,7,1603943457.2523458,4.145406246185303,tb3_8,0.3638076186180115,680.0950317382812,5.778794519985991,9.911368850193595
77,8,1603943457.4955442,4.388604640960693,tb3_0,0.28479892015457153,596.8025512695312,8.61527332049159,9.654289193287392
69,8,1603943457.308372,4.201432466506958,tb3_1,-0.13418611884117126,1228.217529296875,4.291607871841663,6.604497786425848
74,8,1603943457.4540315,4.347091913223267,tb3_2,0.026916855946183205,568.697509765625,6.369243978261967,3.314008334973977
72,8,1603943457.4328167,4.3258771896362305,tb3_3,0.1109219342470169,1309.4051513671875,3.8134660047325393,3.9533716485810046
71,8,1603943457.341641,4.23470139503479,tb3_4,0.1538560688495636,718.74755859375,5.997026046335483,5.710403691926905
70,8,1603943457.3099394,4.202999830245972,tb3_5,-1.270020842552185,1767.2501220703125,2.4647555669291887,7.853072191681392
76,8,1603943457.4774153,4.370475769042969,tb3_6,0.2157040238380432,158.07501220703125,8.175612607089228,5.122060176663207
75,8,1603943457.4633331,4.356393575668335,tb3_7,0.12545882165431976,148.86500549316406,8.705467145538474,3.582721955056136
73,8,1603943457.4530413,4.346101760864258,tb3_8,0.4113156795501709,723.6450805664062,5.485522556919543,9.808447592572655
86,9,1603943457.694012,4.587072372436523,tb3_0,0.2782214283943176,616.9725341796875,8.581182039965794,9.743689775238828
78,9,1603943457.5083046,4.401365041732788,tb3_1,-0.1518218219280243,1258.840087890625,4.106304058474458,6.616651636748366
83,9,1603943457.6541529,4.547213315963745,tb3_2,0.024835674092173576,611.70751953125,6.222959086836852,3.2806572448153535
81,9,1603943457.632614,4.525674343109131,tb3_3,0.05598342791199684,1267.800048828125,3.7111848355332904,4.040308419719847
80,9,1603943457.5405278,4.433588266372681,tb3_4,0.15381360054016113,769.5550537109375,5.91140558237781,5.768301261736569
79,9,1603943457.5097563,4.4028167724609375,tb3_5,-1.3347396850585938,1560.775146484375,2.400428528873622,7.97652306173391
85,9,1603943457.677633,4.570693492889404,tb3_6,0.2626388669013977,177.45751953125,8.0697140027371,5.11937402569739
84,9,1603943457.662479,4.55553936958313,tb3_7,0.1531381458044052,160.79751586914062,8.638124034487204,3.569173547746897
82,9,1603943457.652801,4.545861482620239,tb3_8,0.4478815495967865,778.862548828125,5.240932607152148,9.708787895548447
95,10,1603943457.8940632,4.787123680114746,tb3_0,0.27518031001091003,633.9775390625,8.54165322670126,9.794990301311474
88,10,1603943457.7083602,4.601420640945435,tb3_1,-0.18026703596115112,1302.442626953125,3.9108099765579367,6.6186236351652825
92,10,1603943457.8537965,4.746856927871704,tb3_2,0.018875954672694206,650.2925415039062,6.083980039431948,3.255934220127776
90,10,1603943457.8330357,4.726096153259277,tb3_3,0.015426740981638432,1208.43505859375,3.6344234322867117,4.103779497955701
89,10,1603943457.74033,4.633390426635742,tb3_4,0.14997509121894836,820.6350708007812,5.8254137133309225,5.825235246397478
87,10,1603943457.7064087,4.599469184875488,tb3_5,-1.3711003065109253,1367.962646484375,2.339967746884608,8.089982901964785
94,10,1603943457.8779373,4.770997762680054,tb3_6,0.31101110577583313,198.48501586914062,7.962187525668611,5.118370011905087
93,10,1603943457.863295,4.75635552406311,tb3_7,0.18335482478141785,173.42251586914062,8.570777183887314,3.556469413547612
91,10,1603943457.853676,4.746736526489258,tb3_8,0.4738324284553528,837.0650634765625,5.038812585124837,9.616812259856054
104,11,1603943458.095268,4.988328456878662,tb3_0,0.2757345736026764,648.9275512695312,8.50174297675333,9.8248259929242
96,11,1603943457.9081361,4.801196575164795,tb3_1,-0.2213904708623886,1359.5125732421875,3.7003619381782054,6.609632523982126
101,11,1603943458.0538309,4.9468913078308105,tb3_2,0.009697362780570984,680.4275512695312,5.957757172812276,3.2394364860649194
99,11,1603943458.0325484,4.92560887336731,tb3_3,-0.010436160489916801,1150.112548828125,3.579352348211597,4.148266275993887
98,11,1603943457.9414716,4.834532022476196,tb3_4,0.14204764366149902,872.6500854492188,5.737099195205513,5.882037752818685
97,11,1603943457.9185061,4.811566591262817,tb3_5,-1.3874893188476562,1189.7076416015625,2.291635010284473,8.211308601509348
103,11,1603943458.077371,4.970431327819824,tb3_6,0.3603664040565491,221.34751892089844,7.852799791907065,5.120738709738995
102,11,1603943458.0620794,4.955139875411987,tb3_7,0.215901181101799,186.17752075195312,8.505349444932193,3.544806284439903
100,11,1603943458.0530388,4.946099281311035,tb3_8,0.4910672903060913,887.8175659179688,4.872958225968036,9.531812545084692
113,12,1603943458.2951295,5.18818998336792,tb3_0,0.2800188958644867,661.6675415039062,8.46449895843488,9.841887371586632
105,12,1603943458.1081524,5.00121283531189,tb3_1,-0.2727982699871063,1401.3326416015625,3.486204920694167,6.59768256514176
110,12,1603943458.2551374,5.148197889328003,tb3_2,-0.0014581563882529736,702.3225708007812,5.847466866748838,3.2293284354230565
108,12,1603943458.2325578,5.12561821937561,tb3_3,-0.02416660264134407,1102.767578125,3.5423801360028744,4.180749307875919
107,12,1603943458.1405458,5.033606290817261,tb3_4,0.12928703427314758,925.0575561523438,5.644192707096664,5.938042687158684
106,12,1603943458.11781,5.010870456695557,tb3_5,-1.3754154443740845,1035.2950439453125,2.2569516670396403,8.341210533849909
112,12,1603943458.2777145,5.170774936676025,tb3_6,0.40999895334243774,246.88002014160156,7.740994593916623,5.126454383790907
111,12,1603943458.2588503,5.151910781860352,tb3_7,0.2503068745136261,199.06752014160156,8.443654917283734,3.5354822748251538
109,12,1603943458.2526379,5.145698308944702,tb3_8,0.5006289482116699,932.6700439453125,4.741654745348114,9.45473793611547
122,13,1603943458.4944813,5.387541770935059,tb3_0,0.28747913241386414,672.39501953125,8.431265930963672,9.85147148106433
114,13,1603943458.3079937,5.201054096221924,tb3_1,-0.3289114534854889,1409.6475830078125,3.289549777838672,6.592162445611619
119,13,1603943458.4547548,5.347815275192261,tb3_2,-0.01323840394616127,715.4950561523438,5.751413176276735,3.2223511402486302
117,13,1603943458.4327295,5.325789928436279,tb3_3,-0.03002236969769001,1069.642578125,3.515493447684184,4.209194524849685
116,13,1603943458.3416,5.234660387039185,tb3_4,0.11211003363132477,968.3800659179688,5.549560690231529,5.991133511435998
115,13,1603943458.316293,5.209353446960449,tb3_5,-1.3420246839523315,922.6100463867188,2.2340702371136096,8.465803328999083
121,13,1603943458.4823396,5.375400066375732,tb3_6,0.45878398418426514,275.7950134277344,7.624064767093408,5.135099227536204
120,13,1603943458.4650137,5.358074188232422,tb3_7,0.2861825227737427,212.02252197265625,8.386773458045958,3.529676807290189
118,13,1603943458.4513052,5.34436559677124,tb3_8,0.5040233135223389,965.7325439453125,4.639497237411312,9.38727926108256
131,14,1603943458.694143,5.587203502655029,tb3_0,0.29771509766578674,681.5875244140625,8.4021376952781,9.85660382435132
