,sequence,time,relative_time,frame_id,weight,mass,x,y
5,0,1604011293.9773517,2.889768600463867,A,0.0,0.0,5.650000084191561,7.400000110268593
8,0,1604011296.807781,5.720197916030884,B,0.0,0.0,10.30000015348196,4.450000066310167
0,0,1604011291.087583,0.0,D,0.0,0.0,4.450000066310167,4.150000061839819
7,0,1604011296.073308,4.985724925994873,G,0.0,0.0,2.7000000402331352,3.7500000558793545
3,0,1604011292.6652126,1.577629566192627,H,0.0,0.0,8.75000013038516,7.800000116229057
2,0,1604011292.099995,1.0124118328094482,I,0.0,0.0,5.300000078976154,4.400000065565109
1,0,1604011291.5396326,0.45204949378967285,J,0.0,0.0,9.950000148266554,7.900000117719173
4,0,1604011293.3078067,2.2202236652374268,K,0.0,0.0,10.05000014975667,8.400000125169754
6,0,1604011295.0556676,3.9680845737457275,L,0.0,0.0,5.4500000812113285,2.7500000409781933
12,1,1604011299.4251306,8.337547540664673,A,0.0,39.195003509521484,5.733091040908736,7.885468608381353
9,1,1604011299.2137985,8.12621545791626,B,0.0,74.78250885009766,8.257632256234556,5.590409771399084
22,1,1604011299.7885706,8.700987577438354,D,0.0,3.955000162124634,4.239222566329868,4.403002594054868
10,1,1604011299.3700078,8.282424688339233,G,0.6513221859931946,26.075002670288086,3.0828284256117366,4.819031711310593
17,1,1604011299.5996478,8.512064695358276,H,0.2209741622209549,8.40250015258789,8.460584773498905,8.169123894416117
21,1,1604011299.7182975,8.630714416503906,I,0.15756528079509735,6.912500381469727,5.293128469470508,4.583318332311264
16,1,1604011299.5829597,8.495376586914062,J,0.0,3.190000295639038,10.128605166601961,7.497786161882505
14,1,1604011299.5342205,8.446637392044067,K,0.3226858079433441,13.260001182556152,9.730811796584106,8.533851937119076
11,1,1604011299.42968,8.342097043991089,L,0.37530505657196045,9.325000762939453,5.5240148276225405,3.0908646573175114
18,2,1604011299.6161606,8.52857756614685,A,0.2955404222011566,28.32750129699707,5.704278331251042,8.385541713081848
13,2,1604011299.5068839,8.41930079460144,B,-0.22297996282577515,42.750003814697266,8.171947767312009,6.318726868028422
32,2,1604011300.268185,9.180601835250854,D,0.10405731946229935,2.367500066757202,4.036717964319172,4.091020860558345
19,2,1604011299.6254501,8.537867069244385,G,0.7960418462753296,13.437500953674316,3.0689305146374104,5.220134502187958
25,2,1604011299.9740202,8.886437177658081,H,0.4586133062839508,6.827500343322754,8.187167216857599,8.557172779142574
30,2,1604011300.152233,9.064649820327759,I,0.4057600498199463,5.09250020980835,5.426988920251256,4.896997938409752
28,2,1604011300.0075965,8.920013427734375,J,0.18249589204788208,5.022500514984131,10.287896488913608,7.014933448175491
20,2,1604011299.7118142,8.624231100082397,K,0.6999130845069885,12.762500762939453,9.57783006253812,8.62639714027884
15,2,1604011299.5459294,8.458346366882324,L,0.9146190881729126,10.097500801086426,5.559785370826985,3.227011952626871
26,3,1604011299.9971168,8.909533739089966,A,0.31437841057777405,20.422500610351562,5.238202366806781,8.612999836595172
23,3,1604011299.9001098,8.81252670288086,B,-0.158317431807518,11.600000381469727,8.264368342470654,5.919196449276869
42,3,1604011300.6892457,9.601662635803223,D,0.19280356168746948,3.890000343322754,3.834265178884497,3.7900798650156498
29,3,1604011300.013508,8.925925016403198,G,0.8649082183837891,14.062500953674316,3.0619986134140667,5.5662628507002925
35,3,1604011300.4685376,9.380954504013062,H,0.536865234375,6.5450005531311035,7.984712390628118,8.72103297983305
41,3,1604011300.6539044,9.56632137298584,I,0.5046535134315491,5.097500324249268,5.56038023084572,5.224761884532208
37,3,1604011300.4913971,9.40381407737732,J,0.21407635509967804,5.937500476837158,10.305464110843065,6.755887825124557
24,3,1604011299.9464817,8.858898639678955,K,0.6909036040306091,6.470000267028809,9.544034885742558,9.006823060481729
27,3,1604011299.9955578,8.90797472000122,L,1.1815153360366821,12.42500114440918,5.700214660519216,3.3719164652924656
38,4,1604011300.497718,9.41013503074646,A,0.20809517800807953,17.642501831054688,4.88075985391924,8.780196314846082
33,4,1604011300.397156,9.30957293510437,B,-0.15138399600982666,10.867500305175781,8.38930408744338,5.545732378656789
51,4,1604011301.1759856,10.088402509689331,D,0.2391379326581955,4.997500419616699,3.731452276307638,3.6231790277938716
39,4,1604011300.5065753,9.418992280960083,G,0.857787549495697,10.96250057220459,2.9416435694604517,5.920132612345952
45,4,1604011300.9615307,9.873947620391846,H,0.5749924778938293,7.7425007820129395,7.787415987092495,8.738462954894676
50,4,1604011301.1575587,10.06997561454773,I,0.546290934085846,6.505000591278076,5.655161334281713,5.489283367917728
47,4,1604011300.9735305,9.885947465896606,J,0.23303131759166718,6.407500267028809,10.2837016987927,6.653831593058423
31,4,1604011300.1810434,9.093460321426392,K,0.7793489694595337,6.692500591278076,9.418898348872775,9.305447462835264
36,4,1604011300.4821756,9.394592523574829,L,1.1569329500198364,9.327500343322754,5.836183493758557,3.2890740431869023
48,5,1604011300.9949834,9.907400369644165,A,0.11578302830457687,15.470001220703125,4.610067257286605,8.92029780476012
43,5,1604011300.8905466,9.802963495254517,B,-0.1826830953359604,9.682500839233398,8.457633000609373,5.3014358113085915
60,5,1604011301.6614022,10.573819160461426,D,0.27470776438713074,5.705000400543213,3.683440889166264,3.5571088212393454
49,5,1604011300.9986846,9.911101579666138,G,0.8373839259147644,10.820000648498535,2.8484327109883565,6.2503332221148735
55,5,1604011301.4555843,10.368001222610474,H,0.5738692283630371,8.930000305175781,7.6145017220026965,8.729491900762937
61,5,1604011301.6621215,10.574538469314575,I,0.5699149966239929,7.46250057220459,5.709456756985322,5.689968361013456
56,5,1604011301.4557078,10.368124723434448,J,0.24777407944202423,6.662500381469727,10.246850925466772,6.60692522626818
34,5,1604011300.4146814,9.327098369598389,K,0.7775102853775024,6.062500476837158,9.429820378796023,9.434837204738546
46,5,1604011300.9653695,9.87778639793396,L,1.1347241401672363,7.770000457763672,5.977784520914984,3.247569542262979
58,6,1604011301.4896939,10.402110815048218,A,0.03985171765089035,13.61250114440918,4.411723283543236,9.050654021288985
53,6,1604011301.3798654,10.292282342910767,B,-0.20980341732501984,8.755001068115234,8.515588408842767,5.11663741698532
70,6,1604011302.147612,11.060029029846191,D,0.30002561211586,6.1125006675720215,3.6602992037884095,3.5337078110066003
57,6,1604011301.4900994,10.40251636505127,G,0.8183844089508057,10.297500610351562,2.788910476339537,6.466693730527158
66,6,1604011301.9507287,10.863145589828491,H,0.5618476867675781,9.49000072479248,7.466787269589586,8.73770439278282
71,6,1604011302.1676955,11.08011245727539,I,0.5824903845787048,8.02750015258789,5.738689804213836,5.843364791987664
65,6,1604011301.9386857,10.851102590560913,J,0.25627651810646057,6.802500247955322,10.208118666027856,6.57936306621193
40,6,1604011300.6484718,9.560888767242432,K,0.7770757079124451,5.957500457763672,9.419012231798419,9.529294460895155
54,6,1604011301.44746,10.359876871109009,L,1.121463418006897,7.215000629425049,6.104865972862785,3.2566763408549844
67,7,1604011301.9830923,10.895509243011475,A,-0.005190013442188501,12.120000839233398,4.274776689102506,9.169525718462289
63,7,1604011301.8675842,10.780001163482666,B,-0.22292479872703552,8.08750057220459,8.56876799354399,4.973697415272867
79,7,1604011302.6356688,11.548085689544678,D,0.3232485055923462,6.4825005531311035,3.6567115265282193,3.5371489569502073
68,7,1604011301.9804835,10.892900466918945,G,0.8045219779014587,10.027501106262207,2.7534555077348344,6.59843666858607
76,7,1604011302.4459984,11.358415365219116,H,0.5458613038063049,9.655000686645508,7.336772766687147,8.769065881845766
80,7,1604011302.670007,11.58242392539978,I,0.5885635614395142,8.380001068115234,5.755383131269751,5.961397536754468
74,7,1604011302.4218345,11.334251403808594,J,0.2673865258693695,6.952500343322754,10.165134561252543,6.559719338036109
44,7,1604011300.9458938,9.85831069946289,K,0.7820401191711426,5.87000036239624,9.455630547780412,9.539093638900727
64,7,1604011301.8681133,10.780530214309692,L,1.115913987159729,7.1675004959106445,6.194079353440896,3.2921505426216573
78,8,1604011302.475,11.38741683959961,A,-0.031789377331733704,11.072501182556152,4.175918517172018,9.267879885438614
73,8,1604011302.354474,11.26689100265503,B,-0.2232256680727005,7.590000629425049,8.615312915062818,4.865331944659639
89,8,1604011303.1247454,12.03716230392456,D,0.3451230525970459,6.785000324249268,3.663276571741416,3.552260945732031
77,8,1604011302.4687333,11.381150245666504,G,0.7920413613319397,9.860000610351562,2.7349554617333602,6.678560423188696
85,8,1604011302.9404192,11.85283613204956,H,0.5276819467544556,9.635000228881836,7.222116327320597,8.815345150174934
90,8,1604011303.173326,12.085742950439453,I,0.5899676084518433,8.567501068115234,5.771687815353463,6.057318306489692
84,8,1604011302.905669,11.81808590888977,J,0.2766355574131012,7.135000705718994,10.118508140530977,6.549183473866487
52,8,1604011301.2414577,10.153874635696411,K,0.7877065539360046,5.817500591278076,9.480662358035023,9.542473405398473
72,8,1604011302.3505716,11.262988567352295,L,1.1150113344192505,7.375000476837158,6.26503972392733,3.3369736015918856
87,9,1604011302.9657106,11.878127574920654,A,-0.04528406634926796,10.190000534057617,4.10793598152212,9.349868619469042
83,9,1604011302.840983,11.753399848937988,B,-0.2147427350282669,7.2375006675720215,8.653830960981866,4.785921620522156
98,9,1604011303.611431,12.523847818374634,D,0.3654932379722595,7.015000343322754,3.6730317559325583,3.570143329249598
86,9,1604011302.9568532,11.869270086288452,G,0.778412938117981,9.772500991821289,2.7270582064854327,6.730288192541266
94,9,1604011303.434563,12.346979856491089,H,0.508345901966095,9.565000534057617,7.123277243701627,8.870656175307754
99,9,1604011303.670802,12.583219051361084,I,0.5872430205345154,8.717500686645508,5.79107050674658,6.135936228511578
93,9,1604011303.3897202,12.30213713645935,J,0.28469225764274597,7.285000324249268,10.072294639131698,6.54032617132054
59,9,1604011301.5371993,10.449616193771362,K,0.8016470074653625,6.032500267028809,9.495097101506014,9.517144357339212
82,9,1604011302.8334703,11.745887279510498,L,1.1142981052398682,7.46250057220459,6.307151400056632,3.383419824675353
96,10,1604011303.455797,12.368213891983032,A,-0.05103407800197601,9.692501068115234,4.045591698540188,9.407910908504865
92,10,1604011303.3267968,12.239213705062866,B,-0.19942331314086914,6.945000648498535,8.686616769357652,4.726051197798628
107,10,1604011304.100261,13.012677907943726,D,0.38447049260139465,7.197500705718994,3.682616982238093,3.5876854462617596
95,10,1604011303.4450192,12.357436180114746,G,0.7640379071235657,9.720000267028809,2.724415183192279,6.765015546109601
103,10,1604011303.9284418,12.840858697891235,H,0.49306827783584595,9.405000686645508,7.036964298304941,8.932085198786229
108,10,1604011304.1682315,13.080648422241211,I,0.579754650592804,8.815000534057617,5.814905688253625,6.204326640855015
102,10,1604011303.8745298,12.786946773529053,J,0.29007452726364136,7.460000514984131,10.025800544051517,6.535528415819313
62,10,1604011301.8330214,10.74543833732605,K,0.8212204575538635,6.332500457763672,9.491577441026072,9.48408547450963
91,10,1604011303.3163078,12.228724718093872,L,1.1132506132125854,7.562500476837158,6.33244351599218,3.426395888599692
106,11,1604011303.9450607,12.85747766494751,A,-0.05084463581442833,9.270000457763672,3.988599546308266,9.449060702953565
101,11,1604011303.8116016,12.724018573760986,B,-0.18478085100650787,6.660000324249268,8.718777669097637,4.678556789559591
116,11,1604011304.5870638,13.499480724334717,D,0.4022888243198395,7.3600006103515625,3.6916481926042977,3.605459597952118
104,11,1604011303.9332912,12.845708131790161,G,0.7482142448425293,9.697500228881836,2.7251233118278253,6.791524322950799
113,11,1604011304.4219668,13.334383726119995,H,0.47995525598526,9.255001068115234,6.959196679083303,8.995925162841766
117,11,1604011304.665457,13.577873945236206,I,0.5702700018882751,8.902501106262207,5.842035870163842,6.263241716309657
111,11,1604011304.359495,13.271911859512329,J,0.2958914041519165,7.6075005531311035,9.98247806543413,6.5331931096737925
