sequence,mean,max,min,error,std
0,0.0,0.0,0.0,0.0,0.0
1,16.762144139834813,32.73250198364258,1.4900001287460327,2.9244477382312146,12.13311100306228
2,16.348215137209213,37.44750213623047,1.2000000476837158,3.3929397201193767,11.537964262161953
3,10.762857811791557,24.372501373291016,2.4575002193450928,2.0513490198592113,8.492136112423946
4,10.742858137403216,21.32250213623047,4.020000457763672,1.6195969879218746,6.901105275082816
5,10.628215176718575,20.025001525878906,4.187500476837158,1.482465915732855,6.280819061122023
6,10.481786455426898,18.937501907348633,4.170000076293945,1.3823088666116112,5.737676019602532
7,10.45857218333653,18.11250114440918,4.587500095367432,1.2660048452952528,5.109732534109257
8,10.488929203578405,17.39000129699707,5.007500171661377,1.1590613830421537,4.559034217683594
9,10.511072090693883,16.630001068115234,5.470000267028809,1.0446295003189916,4.0378877421428685
10,10.49500070299421,15.892500877380371,5.997500419616699,0.9262194123537687,3.5582471282769936
11,10.462143421173096,15.157501220703125,6.302500247955322,0.8288704818538377,3.1418832737092965
12,10.466072014399938,14.49000072479248,6.892500400543213,0.7111624012268227,2.7071476195476065
13,10.470000743865967,13.892500877380371,7.322500705718994,0.614983468079158,2.330723706251754
14,10.468214920588903,13.377500534057617,7.8000006675720215,0.5220806882011054,1.983987378259443
15,10.475000790187291,12.897500991821289,8.295001029968262,0.43081602959209964,1.647584104894796
16,10.468214988708496,12.475001335144043,8.577500343322754,0.364824751014596,1.3841333222080112
17,10.478929247174944,12.095001220703125,8.970000267028809,0.2925150493192955,1.1189578895545722
18,10.49000086103167,11.760001182556152,9.327500343322754,0.22769372345981734,0.8849390065822768
19,10.492143630981445,11.450000762939453,9.640000343322754,0.16942470413956334,0.6777359674738466
20,10.503572191510882,11.187500953674316,9.915000915527344,0.11911209530343073,0.5016324010993555
21,10.51428644997733,10.937500953674316,10.020000457763672,0.08588243869052936,0.352980678402476
22,10.51964351109096,10.892500877380371,10.100000381469727,0.0741818402884968,0.2621642124291724
23,10.52821499960763,10.895000457763672,10.172500610351562,0.06762944448079117,0.23779230761450476
24,10.536429405212402,10.907501220703125,10.245000839233398,0.06201320723816516,0.2793776657402951
25,10.543214934212822,11.002500534057617,10.21250057220459,0.07394777833010653,0.3584303298241956
26,10.556072098868233,11.172500610351562,10.082500457763672,0.10202923234868097,0.44800235114454273
27,10.557500839233398,11.295001029968262,9.965001106262207,0.12449435985614793,0.5157842099470137
28,10.560714994158063,11.392500877380371,9.86250114440918,0.14321529944570374,0.5827836909747893
29,10.566429274422783,11.472500801086426,9.787500381469727,0.15772410573753076,0.6412535820874619
30,10.56250068119594,11.520000457763672,9.705000877380371,0.16989264951938093,0.685019691954642
31,10.563572202410016,11.595001220703125,9.630001068115234,0.1839334211629089,0.7333923949861855
32,10.561786379132952,11.660000801086426,9.572500228881836,0.19540004687503265,0.7720060896305612
33,10.566072327750069,11.690000534057617,9.527501106262207,0.20242029879407444,0.7999879726261254
34,10.568215097699847,11.715001106262207,9.485000610351562,0.20873872191187126,0.8235400936458953
35,10.563572202410016,11.727500915527344,9.450000762939453,0.2131849171679903,0.8424046259221746
36,10.56714357648577,11.74000072479248,9.432500839233398,0.21599303578930332,0.8566534037258972
37,10.565000670296806,11.74000072479248,9.407500267028809,0.2183332090307987,0.8646243738262235
38,10.562857900347028,11.732501029968262,9.387500762939453,0.21950325101730567,0.8725448549322076
39,10.563215119498116,11.722500801086426,9.385000228881836,0.21880124367909778,0.8729952012935275
