sequence,mean,max,min,error,std
0,0.0,0.0,0.0,0.0,0.0
1,13.779167625639174,29.60000228881836,3.455000162124634,4.1832003402709965,9.529754495636901
2,9.990278561909994,30.665002822875977,3.7900002002716064,4.300000419616699,8.647233986762284
3,6.335278087192112,9.055000305175781,4.170000076293945,0.7816000366210938,1.7058281011036127
4,6.221111562516954,8.200000762939453,4.820000171661377,0.5408000946044922,1.1692112943096873
5,6.134722603691949,7.452500343322754,5.272500514984131,0.3487999725341797,0.7828658302112421
6,6.095278157128228,7.277500629425049,5.195000171661377,0.3332000732421875,0.7450037187311976
7,6.073056009080675,7.180000305175781,5.162500381469727,0.32279998779296876,0.7580750994077217
8,6.065278159247504,7.317500591278076,5.132500171661377,0.34960006713867187,0.7811985695826624
9,6.051944891611735,7.380000591278076,5.1050004959106445,0.36400001525878906,0.8062256409697263
10,6.048333750830756,7.377500534057617,5.022500514984131,0.3768000030517578,0.8086717676116073
11,6.051667213439941,7.342500686645508,4.96250057220459,0.3808000183105469,0.8064767685102682
12,6.058889336056179,7.305000305175781,4.935000419616699,0.3791999816894531,0.803173456647451
13,6.069167137145996,7.2400007247924805,4.9200005531311035,0.3712000274658203,0.7929652768063923
14,6.067500538296169,7.157500743865967,4.902500152587891,0.3608000946044922,0.7823234320734335
15,6.071111626095242,7.070000648498535,4.90500020980835,0.3464000701904297,0.7740218079501523
16,6.076111581590441,7.002500534057617,4.9150004386901855,0.3340000152587891,0.7623577519830959
17,6.0797225634257,6.950000286102295,4.930000305175781,0.3231999969482422,0.7589378723341521
18,6.08944484922621,6.910000324249268,4.952500343322754,0.3131999969482422,0.7554569724610403
19,6.0883337126837835,6.90000057220459,4.9775004386901855,0.3076000213623047,0.7422559049731702
20,6.085833761427137,6.950000286102295,4.970000267028809,0.3168000030517578,0.7386886414081566
21,6.09027820163303,6.997500419616699,5.020000457763672,0.3163999938964844,0.726750559892905
22,6.092778205871582,7.030000686645508,5.0450005531311035,0.3176000213623047,0.7178739047391622
23,6.09888940387302,7.0525007247924805,5.082500457763672,0.3152000427246094,0.7031404820543969
24,6.091667122311062,7.070000648498535,5.122500419616699,0.31160003662109376,0.6939234751128536
25,6.0894449022081165,7.085000514984131,5.18250036239624,0.3044000244140625,0.6815857130860377
26,6.090000417497423,7.095000267028809,5.252500534057617,0.2947999572753906,0.6621838350181257
27,6.0933338271247015,7.092500686645508,5.310000419616699,0.28520004272460936,0.6348954813400663
28,6.105555958218044,7.090000629425049,5.387500286102295,0.2724000549316406,0.6058127718295706
29,6.110556019677056,7.085000514984131,5.437500476837158,0.26360000610351564,0.5818489027288744
30,6.119722684224446,7.072500705718994,5.4850006103515625,0.25400001525878907,0.5572609428921055
31,6.113056076897515,7.070000648498535,5.5400004386901855,0.24480003356933594,0.5360370284795699
32,6.108333852556017,7.0500006675720215,5.585000514984131,0.2344000244140625,0.5177793196847127
33,6.126389238569471,7.0450005531311035,5.632500171661377,0.22600006103515624,0.49092572697571935
34,6.13083373175727,7.020000457763672,5.697500228881836,0.21160003662109375,0.46493121902771056
35,6.116111490461561,7.002500534057617,5.68250036239624,0.2112000274658203,0.44633422700494135
36,6.12111144595676,7.012500286102295,5.68250036239624,0.21279998779296874,0.4354166578067798
37,6.127222643958198,6.992500305175781,5.6700005531311035,0.21159996032714845,0.41524731665345127
38,6.1350004937913685,7.000000476837158,5.6650004386901855,0.21360000610351562,0.40412524418422546
39,6.13222270541721,7.007500648498535,5.677500247955322,0.21280006408691407,0.39679674926380315
40,6.137500339084202,6.997500419616699,5.695000171661377,0.20840003967285156,0.3847361442309727
41,6.138056066301134,6.997500419616699,5.710000514984131,0.20599998474121095,0.3810014670764058
42,6.131667084164089,7.000000476837158,5.705000400543213,0.20720001220703124,0.3778847741013376
43,6.135555903116862,6.992500305175781,5.710000514984131,0.20519996643066407,0.37125369298821187
44,6.131944921281603,6.9850006103515625,5.705000400543213,0.20480003356933593,0.36824497604066475
45,6.128333727518718,6.970000267028809,5.697500228881836,0.2036000061035156,0.3647730143916856
46,6.125555939144558,6.952500343322754,5.68250036239624,0.2031999969482422,0.3605741630579561
47,6.122222688462999,6.9150004386901855,5.692500591278076,0.1955999755859375,0.35050508103632105
48,6.116667111714681,6.897500514984131,5.687500476837158,0.19360000610351563,0.34909707944003415
49,6.113333755069309,6.877500534057617,5.687500476837158,0.19040000915527344,0.34889337852757735
50,6.117778142293294,6.847500324249268,5.675000190734863,0.1876000213623047,0.3448946066753943
51,6.120000415378147,6.820000648498535,5.660000324249268,0.18560005187988282,0.3504171999036723
52,6.120000468360053,6.7975006103515625,5.657500267028809,0.18240005493164063,0.35080940947473865
53,6.112222671508789,6.770000457763672,5.65500020980835,0.17840003967285156,0.3591884287262282
54,6.11138931910197,6.7300004959106445,5.65500020980835,0.17200004577636718,0.35910946152588147
55,6.112778133816189,6.702500343322754,5.647500514984131,0.1687999725341797,0.34706676305835743
56,6.120833820766872,6.700000286102295,5.652500629425049,0.16759994506835937,0.3505419169524052
57,6.121944851345486,6.700000286102295,5.6725006103515625,0.16439994812011718,0.35536676961277125
58,6.110556019677056,6.692500591278076,5.65000057220459,0.16680000305175782,0.3613338609101754
59,6.115556028154161,6.6650004386901855,5.632500171661377,0.16520004272460936,0.3635691044226256
60,6.121111498938666,6.622500419616699,5.640000343322754,0.15720001220703125,0.3546083281833938
61,6.115556028154161,6.592500686645508,5.640000343322754,0.15240005493164063,0.35472443161212297
62,6.113333755069309,6.567500591278076,5.68250036239624,0.14160003662109374,0.34101190146229
63,6.107500447167291,6.5425004959106445,5.707500457763672,0.13360000610351563,0.3298579590347067
64,6.10916715198093,6.505000591278076,5.71250057220459,0.12680000305175781,0.3167510905140828
65,6.115555975172255,6.515000343322754,5.722500324249268,0.12680000305175781,0.3168195836271872
