,sequence,time,relative_time,frame_id,weight,mass,x,y
5,0,1603926081.1682923,3.5063419342041016,A,0.0,0.0,9.500000141561031,6.3000000938773155
7,0,1603926083.0374947,5.375544309616089,B,0.0,0.0,4.450000066310167,2.650000039488077
0,0,1603926077.6619503,0.0,D,0.0,0.0,5.350000079721212,7.1500001065433025
8,0,1603926083.766356,6.104405641555786,F,0.0,0.0,2.9000000432133675,6.750000100582838
6,0,1603926082.2477741,4.5858237743377686,G,0.0,0.0,10.700000159442425,6.650000099092722
3,0,1603926079.6584003,1.9964499473571777,H,0.0,0.0,8.350000124424696,7.500000111758709
2,0,1603926078.9730325,1.311082124710083,I,0.0,0.0,9.450000140815973,9.600000143051147
1,0,1603926078.3316462,0.6696958541870117,J,0.0,0.0,3.8500000573694706,6.2500000931322575
4,0,1603926080.4266062,2.764655828475952,K,0.0,0.0,5.850000087171793,7.750000115483999
9,0,1603926085.9533494,8.291399002075195,L,0.0,0.0,7.200000107288361,6.100000090897083
17,1,1603926090.088687,12.42673659324646,A,-0.1694246530532837,12.670001029968262,9.260344455274788,6.253773771167982
12,1,1603926089.8618734,12.199923038482666,B,-0.10898271203041077,8.15000057220459,4.732914180955363,2.7920015753464256
21,1,1603926090.1928508,12.530900478363037,D,-0.037943366914987564,2.8375000953674316,5.152555142858364,7.157026538366074
11,1,1603926089.7754498,12.113499402999878,E,0.6267843842506409,27.910001754760742,4.179666848380055,5.21293898846352
13,1,1603926089.9389381,12.276987791061401,F,-0.23447999358177185,17.535001754760742,3.0252958819780473,7.387492981482273
15,1,1603926090.0162392,12.354288816452026,G,0.7851770520210266,16.065000534057617,10.246510423459902,6.921856623529652
18,1,1603926090.0741618,12.412211418151855,H,-0.14963392913341522,11.190000534057617,8.505780957845225,8.202195162436723
14,1,1603926089.969259,12.307308673858643,I,0.0,7.937500476837158,9.200204861503193,9.651653687127963
19,1,1603926090.1032922,12.441341876983643,J,0.0,13.192501068115234,3.345044582723583,6.7200209453132675
20,1,1603926090.1165679,12.454617500305176,K,-0.3217329978942871,24.060001373291016,5.510736262498743,8.404096654740352
10,1,1603926089.632666,11.970715761184692,L,0.0,74.78250885009766,6.7076322331377565,6.415409783692542
29,2,1603926090.6931646,13.031214237213135,A,-0.2749974727630615,7.895000457763672,9.075723275515209,5.511877421439774
23,2,1603926090.2418907,12.57994031906128,B,-0.22699159383773804,8.825000762939453,5.029544948857667,2.892750101761253
30,2,1603926090.8011575,13.139207124710083,D,-0.08477918803691864,3.502500295639038,5.192712299924585,7.091432664855874
22,2,1603926090.2561743,12.594223976135254,E,0.49266210198402405,10.030000686645508,4.061213064732366,5.166495703864689
24,2,1603926090.3845458,12.722595453262329,F,-0.45047304034233093,16.152502059936523,3.172843755853232,7.91941982410015
32,2,1603926090.7631059,13.101155519485474,G,0.7032060027122498,6.130000591278076,10.299132124093074,6.894768085608399
27,2,1603926090.5683372,12.906386852264404,H,-0.21295087039470673,4.735000133514404,8.39970944251018,8.211116121871044
25,2,1603926090.3953226,12.733372211456299,I,0.0,8.322500228881836,9.008167981567569,9.691124302665175
28,2,1603926090.645725,12.983774662017822,J,-0.0529535636305809,3.9600002765655518,3.1615690307220294,6.571405722530338
26,2,1603926090.5475252,12.88557481765747,K,-0.4772172272205353,11.627500534057617,5.44101641895731,8.802118273362282
16,2,1603926090.0424402,12.380489826202393,L,-0.23471397161483765,45.462501525878906,7.261945127237839,6.895884765336181
40,3,1603926091.3041947,13.642244338989258,A,-0.3900645077228546,8.605000495910645,8.91440876863274,5.0502371179465175
35,3,1603926090.9471467,13.285196304321289,B,-0.354294091463089,9.520000457763672,5.283968944264505,2.999138992085871
42,3,1603926091.40876,13.746809720993042,D,-0.14064118266105652,4.177500247955322,5.23431250285558,7.048229849610536
34,3,1603926090.9555993,13.293648958206177,E,0.3781633973121643,8.562500953674316,4.0177160510275165,5.003773435446269
36,3,1603926091.0191493,13.35719895362854,F,-0.5495938062667847,7.412500381469727,2.995679909044237,8.399583502661278
41,3,1603926091.3646808,13.702730417251587,G,0.6168555617332458,6.457500457763672,10.285483676324475,6.906007787721503
37,3,1603926091.179671,13.517720699310303,H,-0.26025471091270447,3.5375001430511475,8.279960789120555,8.261688864916106
33,3,1603926090.9418728,13.279922485351562,I,-0.09210041910409927,6.887500286102295,8.908212913034749,9.78995423952879
39,3,1603926091.2479916,13.58604121208191,J,-0.11717312783002853,4.802500247955322,2.8636580378609686,6.509349447562538
38,3,1603926091.1635973,13.501646995544434,K,-0.591715931892395,8.562500953674316,5.43934766605091,9.209227091540113
31,3,1603926090.8832445,13.221294164657593,L,-0.31598296761512756,6.077500343322754,7.192367104552899,6.563913223011611
50,4,1603926091.8474722,14.185521841049194,A,-0.4974091351032257,8.02750015258789,8.817185763517482,4.7494256615667805
47,4,1603926091.5532706,13.89132022857666,B,-0.4744425117969513,8.985000610351562,5.396846783633645,3.0580002371284873
53,4,1603926092.0157475,14.353797197341919,D,-0.20773574709892273,5.017500400543213,5.235641591891201,7.071685979163024
44,4,1603926091.5633214,13.901371002197266,E,0.2724234163761139,7.907500743865967,3.980902000520749,4.867591779848114
46,4,1603926091.6274226,13.965472221374512,F,-0.6434994339942932,7.022500514984131,2.9136997121811232,8.686753370345336
