,sequence,time,relative_time,frame_id,weight,mass,x,y
6,0,1603937177.0882912,0.0718693733215332,tb3_0,0.0,0.0,9.900000147521496,7.300000108778477
5,0,1603937177.0726864,0.056264638900756836,tb3_1,0.0,0.0,3.200000047683716,7.300000108778477
4,0,1603937177.0591285,0.04270672798156738,tb3_2,0.0,0.0,3.250000048428774,5.300000078976154
3,0,1603937177.0425074,0.026085615158081055,tb3_3,0.0,0.0,8.700000129640102,2.8500000424683094
2,0,1603937177.0336041,0.017182350158691406,tb3_4,0.0,0.0,9.850000146776438,6.750000100582838
1,0,1603937177.0247438,0.008322000503540039,tb3_5,0.0,0.0,5.200000077486038,2.9000000432133675
0,0,1603937177.0164218,0.0,tb3_6,0.0,0.0,8.400000125169754,4.050000060349703
10,1,1603937180.7026439,3.6862220764160156,tb3_0,-0.13658666610717773,9.230000495910645,9.103771804129142,7.958058081747921
9,1,1603937180.6957185,3.6792967319488525,tb3_1,0.0,14.595001220703125,3.841773781124931,7.73609980695215
8,1,1603937180.6723733,3.655951499938965,tb3_2,0.0,7.7350006103515625,3.5683177648721482,5.185374996466615
7,1,1603937180.650586,3.6341640949249268,tb3_3,0.0,2.7375001907348633,8.690296933148481,2.9035388560514956
13,1,1603937180.846757,3.8303351402282715,tb3_4,0.10377777367830276,2.9175002574920654,9.564224649801687,6.53258364490094
12,1,1603937180.8374376,3.8210158348083496,tb3_5,-0.05882963165640831,6.8000006675720215,5.179393459531921,3.1589982088374025
11,1,1603937180.829458,3.8130362033843994,tb3_6,-0.04557777941226959,8.280000686645508,8.154098853389584,4.389960814207797
17,2,1603937180.9020195,3.8855977058410645,tb3_0,-0.16685333847999573,10.30000114440918,8.615004894648589,8.2292657546929
16,2,1603937180.8867052,3.870283365249634,tb3_1,-0.10922221839427948,14.155000686645508,4.168317160717275,7.9612502470552275
15,2,1603937180.872434,3.8560121059417725,tb3_2,0.030607402324676514,8.170001029968262,3.704079351681598,5.139214463964143
14,2,1603937180.8484933,3.832071542739868,tb3_3,0.07097778469324112,3.5475001335144043,8.690426896369742,3.001804687204805
20,2,1603937181.046924,4.0305023193359375,tb3_4,0.15758518874645233,4.110000133514404,9.36985570226598,6.435102696920023
19,2,1603937181.0372994,4.0208775997161865,tb3_5,-0.060992591083049774,6.787500381469727,5.1565752210541085,3.2916630341676156
18,2,1603937181.0292728,4.012850999832153,tb3_6,-0.04405185207724571,7.562500476837158,7.915024690496639,4.637947385655734
24,3,1603937181.101984,4.085562229156494,tb3_0,-0.19326816499233246,9.840001106262207,8.352897578743583,8.392719831338855
23,3,1603937181.0865593,4.0701375007629395,tb3_1,-0.19300000369548798,13.39000129699707,4.319170749585249,8.100369397015227
22,3,1603937181.0725224,4.056100606918335,tb3_2,0.04779257997870445,8.535000801086426,3.7609881518551846,5.148349215340987
21,3,1603937181.0482056,4.031783819198608,tb3_3,0.09605926275253296,4.345000267028809,8.694278530252209,3.1216589845544576
27,3,1603937181.2472048,4.230782985687256,tb3_4,0.19717037677764893,4.890000343322754,9.24047495378076,6.390800373250199
